sentence	label
It has been reported that vagal nerve stimulation (VNS) can protect against I/R injuries in multiple organs, including the heart, $STRUCTURE$ and $STRUCTURE$, through its anti-inflammatory properties (Zhao et al., 2013; Inoue et al., 2016; Xu et al., 2018).	False
In 100% of the cases investigated, Lachman et al. found the CPMR failed to join the spinal root of the $STRUCTURE$, and instead merged with other vagal rootlets to form the superior ganglion of the $STRUCTURE$.	False
Recovered cases also had evidence of significant neuronal loss in prevertebral and $STRUCTURE$ and in the enteric plexuses of the small intestine, particularly the $STRUCTURE$.	False
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, $STRUCTURE$ (III, IV, V1, V2, and VI), optic nerve and $STRUCTURE$, internal carotid artery, cavernous sinus, pituitary gland, sphenopalatine ganglion, sphenopalatine artery, and pterygoid canal [1].	False
The mass superiorly displaced the optic chiasm and optic nerve, with anterior bowing of the $STRUCTURE$ (Fig. 1), and lateral bowing of the trigeminal nerve, $STRUCTURE$, and vestibularcochlear nerves bilaterally (Fig. 3).	False
The tissue types identified for modelling are: $STRUCTURE$, duodenum, jejunum, $STRUCTURE$, colon, mesenteric lymph nodes, mesenteric nerves and the celiac and mesenteric ganglion complex (CMGC).	False
They are distributed in the hepatic artery, $STRUCTURE$, liver interior and extrahepatic bile duct; the sympathetic nerve originates from celiac ganglia, while the $STRUCTURE$ comes from the vagus nerve[12].	False
High levels of CRF immunoreactivity also are observed outside of the hypothalamus in other forebrain regions, such as the olfactory bulb, cerebral cortex, nucleus accumbens, septum, $STRUCTURE$ (BNST), preoptic nuclei, $STRUCTURE$, and hippocampus [30-32].	False
Importantly, the distribution of PPARγ expression includes the hippocampus, corpus striatum, hypothalamic paraventricular nucleus, basal ganglia, thalamus, and piriform cortex [12]; some of these $STRUCTURE$ regions are also innervated by afferent fibers of the $STRUCTURE$.	AC
Extraplexal nerve transfers mainly include intercostal nerve transfer [21], $STRUCTURE$ transfer [1], $STRUCTURE$ transfer [10] and cC7 transfer [11].	False
Aromatase is located in the hypothalamus and limbic system, including the medial preoptic area (mPOA), bed nucleus of the stria terminalis, $STRUCTURE$, $STRUCTURE$ (AMY), and many other areas (Beyer et al., 1994; Shinoda et al., 1994; Veney and Rissman, 2000).	False
The aforementioned functional disorders may occur after bilateral laryngeal nerve palsy during excision of bilateral VPGLs; therefore, accurate $STRUCTURE$ ($STRUCTURE$, X, XII) examination is important before treating contralateral tumors [19].	False
Differences in c-fos+ cell counts between the Vehicle-SPS and Vehicle-Sham groups in selected regions of the cerebral cortex, the bed nucleus of the stria terminalis, the $STRUCTURE$, the thalamus, the $STRUCTURE$, the hindbrain and the midbrain are shown.	False
The $STRUCTURE$ originate from the $STRUCTURE$ located in the pons through the nervous intermedius of the facial nerve.	AC
The limbic structures (hippocampus, amygdala, $STRUCTURE$, fornix, stria terminalis, parahippocampal gyrus, and $STRUCTURE$) formed a single cluster.	False
The afferent innervation of the lower urinary tract is carried in three sets of nerves: the pelvic and hypogastric nerves, which innervate the $STRUCTURE$ and proximal urethra, and the $STRUCTURE$ nerves, which innervate the mid-distal urethra and the external urethral sphincter (EUS) (10).	False
Frontal section of the $STRUCTURE$ from 54-day-old, V: trigeminal nerve, H: hindbrain, M: midbrain, Vn: trigeminal nucleus, Pro: profundus nerve, X: $STRUCTURE$, PLLn: posterior lateral line nerve (H & ELateral line nerve (LLn) contained anterior lateral line (ALLn) and posterior lateral line (PLLn).	False
These include the LS, preoptic area (POA), central and medial amygdala (CeA and MeA), bed nucleus of the stria terminalis (BST), anterior hypothalamus (AH), ventromedial hypothalamus (VMH), and $STRUCTURE$ (i.e., $STRUCTURE$, PAG) (Newman, 1999; Goodson, 2005).	False
CRH-BP is predominantly expressed in the cerebral cortex, although there are some prominent sites of expression in the $STRUCTURE$, the bed nucleus of the $STRUCTURE$, the dorsomedial and ventral premammillary nuclei and several raphe nuclei (Potter et al., 1992).	False
The sensory fibers that innervate the lower urinary tract extend from the $STRUCTURE$ wall, bladder neck, and urethra to the spinal cord via lumbosacral dorsal root ganglia of the pelvic, $STRUCTURE$, and pudendal nerves and convey sensory information regarding the degree of bladder distension.	AC
CCK is secreted from I-type enteroendocrine cells in the duodenum and small intestine to $STRUCTURE$ where it binds to CCK receptors on the vagus nerve terminal, transferring satiety signals to the hypothalamus via the brainstem and $STRUCTURE$ [34].	False
The Glu innervation to the VTA includes afferents from the prefrontal cortex, the lateral hypothalamus, medial habenula, bed nucleus of the stria terminalis, dorsal raphe, $STRUCTURE$, and $STRUCTURE$ [21,22,23,24,25,26,27].	False
A series of coronal sections were obtained from the nucleus accumbens (NAc), the VTA, the $STRUCTURE$ (LHA), the $STRUCTURE$ (ARC), the nucleus of the solitary tract (NTS), and the dorsal motor nucleus of the vagus (DMV), according to a rat brain atlas (Paxinos and Watson, 2007).	False
It consists of paired rhinophoral, cerebral, pleural, pedal and buccal ganglia and three unpaired ganglia on the $STRUCTURE$ cord, tentatively identified as left parietal ganglion, median fused visceral and $STRUCTURE$ and right fused parietal and supraintestinal ganglion (Figure 3A).	False
Vocal fold paralysis (VFP) may result from injury to the vagus or the $STRUCTURE$ anywhere along their course from the $STRUCTURE$ to the larynx.	AC
The $STRUCTURE$ (cranial nerve, CN III), trochlear nerve (CN IV), ophthalmic (V1) and maxillary (V2) branches of the $STRUCTURE$ (CN V) pass through the later wall of the cavernous sinus while the abducens nerve (CN VI) and carotid artery pass through the cavernous sinus.	False
Secreted CCK from the fundus of the $STRUCTURE$ is known to stimulate $STRUCTURE$ secretion through the afferent pathway of the vagus nerve (Li and Owyang, 1993; Eastwood et al., 1998).	FC
In the lateral ventricle, the $STRUCTURE$ is formed by papillary protrusion of the leptomeninges toward the inside of the ventricular cavity, where they bridge the $STRUCTURE$ and medial amygdala.	AC
High levels of CRF immunoreactivity also are observed outside of the hypothalamus in other forebrain regions, such as the olfactory bulb, cerebral cortex, nucleus accumbens, $STRUCTURE$, bed nucleus of the stria terminalis (BNST), $STRUCTURE$, amygdala, and hippocampus [30-32].	False
CRH-BP is predominantly expressed in the cerebral cortex, although there are some prominent sites of expression in the amygdala, the $STRUCTURE$, the $STRUCTURE$ and ventral premammillary nuclei and several raphe nuclei (Potter et al., 1992).	False
For subcortical nuclei, increased methylation of NR4A1 in TLE patients were linked with decreased GMV in thalamus and putamen, lower FA in fornix (cres)/stria terminalis (FX/ST), internal capsule, and $STRUCTURE$, together with reduced FC among thalamus, putamen, and $STRUCTURE$.	False
In July 2006 he underwent surgery of the brachial plexus lesion, with nerve transfers of the distal spinal accessory to $STRUCTURE$ and the $STRUCTURE$ to musculocutaneous nerve.	False
TG is a sensory ganglion of the trigeminal nerve (the Vth cranial nerve), and that gives off the $STRUCTURE$ (V1), $STRUCTURE$ (V2), and part of the mandibular (V3) nerves.	False
The clinical picture can involve any dermatome, but the preferred sites are the thoracic or $STRUCTURE$ segments and the distribution area of the $STRUCTURE$.	False
The IHC in this case demonstrated the presence of accumulations of CWD‐associated prion protein (PrPCWD) in tissue sections of the medulla oblongata at the level of the $STRUCTURE$ (dorsal motor nucleus of the $STRUCTURE$) and in retropharyngeal lymph node (RPLN).	False
Abbreviations: HGN $STRUCTURE$, IMG inferior mesenteric ganglion, PG pelvic ganglion, PN $STRUCTURE$, CPN common pelvic nerve, LSpl lumbar splanchnic nerves, RC ramus communicans, SC spinal cord, PV paravertebral chain.	False
There are several non-hepatic arteries originating from the $STRUCTURE$, including the accessory left gastric artery, right gastric artery, cystic artery, $STRUCTURE$, and left inferior phrenic artery (27).	False
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, $STRUCTURE$ (III, IV, V1, V2, and VI), optic nerve and chiasm, internal carotid artery, $STRUCTURE$, pituitary gland, sphenopalatine ganglion, sphenopalatine artery, and pterygoid canal [1].	False
Growth hormone secretagogue receptor type 1a, the receptor for ghrelin, is expressed in the nodose ganglia (Burdyga et al., 2006) and ghrelin has been shown to increase and decrease responses to distension in the $STRUCTURE$ (Murray et al., 2006) and $STRUCTURE$ (Page et al., 2007) respectively.	False
However, pathological studies showed that typically PD patients have lesions in other CNS and peripheral nervous system (PNS) structures [e.g. the enteric nervous system (ENS), the $STRUCTURE$, the $STRUCTURE$, the motor nucleus of the vagus or the amygdale] [1, 2].	False
"#p < 0.05. ##p < 0.001 between sham and axotomy within groupsTo study the injury-induced cellular and molecular neuroimmune changes in the SCG, the $STRUCTURE$ and $STRUCTURE$, the two major postganglionic nerves of the ganglia, were transected (Fig. 1k)."	False
Upper (1) and lower (2) right renal arteries can be seen (AA = Abdominal aorta, IVC = $STRUCTURE$ (reflected down), RIPA = $STRUCTURE$, RISA = Right inferior suprarenal artery, RSG = Right suprarenal gland).	False
The $STRUCTURE$ travels lateral to the cerebral peduncles and between the posterior cerebral and $STRUCTURE$ lateral to the oculomotor nerve prior to entering the cavernous sinus.	False
Relative to the TAU group, the CBT group showed a decrease in FC in the Fornix and $STRUCTURE$ of 10–20%, and in the $STRUCTURE$ of 20–25% (Figure 6).	False
The melatonin secretion pathway projects from the SCN to the $STRUCTURE$ (PVN) and on to the upper thoracic spinal cord, $STRUCTURE$, and pineal gland [11].	AC
Aromatase is located in the $STRUCTURE$ and limbic system, including the $STRUCTURE$ (mPOA), bed nucleus of the stria terminalis, ventromedial hypothalamus, medial amygdala (AMY), and many other areas (Beyer et al., 1994; Shinoda et al., 1994; Veney and Rissman, 2000).	False
Neurons within the SFO directly project to various nuclei of the HYP (i.e., $STRUCTURE$, PVN, LH, $STRUCTURE$, lateral preoptic area) in addition to the infralimbic cortex, bed nucleus of the stria terminalis, zona inceta, and brain stem [191,192,193,194,195,196,197].	False
In Bachmann’s bundle pacing (junction of the roof right atrium atrial septum), the wave of depolarization rapidly traverses to the $STRUCTURE$ via the bundle and excites the left atrium and in the right atrium via crista terminalis to the whole $STRUCTURE$.	False
CA3 Pyramidal cell layer of hippocampal Ammon’s horn CA3 region, cc corpus callosum, CP caudate/putamen, fim $STRUCTURE$, ic internal capsule, LV $STRUCTURE$, st stria terminalis.	False
In particular, we found in healthy volunteers increases in the supplementary motor area of the lower body, the $STRUCTURE$ and $STRUCTURE$, as well as in the dorsal medulla where the NTS, the dorsal motor nucleus of the vagus nerve and some raphe nuclei are located.	False
Many vulnerable structures surround this sinus, for example, Proetz mentioned the $STRUCTURE$, cranial nerves (III, IV, V1, V2, and VI), optic nerve and chiasm, internal carotid artery, cavernous sinus, pituitary gland, $STRUCTURE$, sphenopalatine artery, and pterygoid canal [1].	False
ESP block anesthetize not only the ventral and dorsal rami of $STRUCTURE$ roots but also the rami communicantes which contain fibers connecting $STRUCTURE$ with spinal nerve leading to somatic as well as visceral analgesia.	False
Figure 1Vasovagal model and the dual, excitatory and inhibitory, pathways from the dorsal motor nucleus of the vagus to the $STRUCTURE$ and $STRUCTURE$.	False
CC, crus cerebri; LF, longitudinal fibers; LL, lateral lemniscus; ML, medial lemniscus; RN, $STRUCTURE$; SCP, superior cerebellar peduncle; SCPD, superior cerebellar peduncle decussation; TN, $STRUCTURE$.	False
In fact, the SCN interacts directly with the subparaventricular zone (sPVZ) [46,47], the preoptic area (POA), the bed nucleus of the stria terminalis (BNST), the lateral septum (LS), the $STRUCTURE$ (DMH), the $STRUCTURE$ (ARC), and the paraventricular nucleus (PVN) [46,47].	False
GLP-1 receptors are widely expressed in the CNS with large numbers in the ARC, PVN, and SON, and fewer in the lateral preoptic area, PVN, $STRUCTURE$, bed nucleus of the stria terminalis and $STRUCTURE$ (Shughrue et al., 1996).	False
High levels of CRF immunoreactivity also are observed outside of the hypothalamus in other forebrain regions, such as the $STRUCTURE$, $STRUCTURE$, nucleus accumbens, septum, bed nucleus of the stria terminalis (BNST), preoptic nuclei, amygdala, and hippocampus [30-32].	False
Control samples run in parallel consisted of 15.5dpc intact LUT RNA that included $STRUCTURE$, $STRUCTURE$, pelvic ganglia, urethra, and genital tubercle as well as genomic DNA (Figure 9D).	False
Motor nerve amplitudes of the $STRUCTURE$, common peroneal nerve, and $STRUCTURE$ were significantly higher after 2 weeks of treatment than before treatment (P<0.05); however, no significant difference was observed for the ulnar nerve (P>0.05).	False
For subcortical nuclei, increased methylation of NR4A1 in TLE patients were linked with decreased GMV in thalamus and putamen, lower FA in $STRUCTURE$ (cres)/stria terminalis (FX/ST), internal capsule, and external capsule, together with reduced FC among thalamus, $STRUCTURE$, and globus pallidus.	False
The C5 root of the $STRUCTURE$ (C5 APR) gives off a branch- the dorsal scapular nerve to the rhomboid and levator scapulae muscles and sometimes a branch to the $STRUCTURE$.	False
Bony and membranous labyrinth (see Figure 1), the $STRUCTURE$ with its branches as well as the $STRUCTURE$ and the inner auditory canal (IAC) were segmented and differently labeled.	False
The central amygdaloid nucleus (CeA) and the bed nucleus of the stria terminalis (BNST), which is considered to be a component of the “$STRUCTURE$”, establish important connections with the $STRUCTURE$ and other brain areas controlling visceral and sensory information.	False
Subsequently, 2.0 cm of the $STRUCTURE$ (SN) of the ipsilateral lower limb was obtained as the transplanted nerve bridging the muscle cutaneous nerve and the $STRUCTURE$.	False
Other repairs included $STRUCTURE$ (n = 1), musculocutaneous nerve (n = 1), $STRUCTURE$ buccal branch (n = 1), marginal mandibular branch (n = 1), and zygomatic branch (n = 1).	False
Importantly, the distribution of PPARγ expression includes the hippocampus, corpus striatum, $STRUCTURE$, $STRUCTURE$, thalamus, and piriform cortex [12]; some of these brain regions are also innervated by afferent fibers of the vagus nerve.	False
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, cranial nerves (III, IV, V1, $STRUCTURE$, and VI), optic nerve and chiasm, internal carotid artery, cavernous sinus, pituitary gland, sphenopalatine ganglion, $STRUCTURE$, and pterygoid canal [1].	False
The tissue types identified for modelling are: ileum, $STRUCTURE$, jejunum, caecum, $STRUCTURE$, mesenteric lymph nodes, mesenteric nerves and the celiac and mesenteric ganglion complex (CMGC).	False
Aside from the SNc, PD-specific cell loss has also been reported in the $STRUCTURE$, amygdala, and $STRUCTURE$, hypothalamus, cortex, thalamus and many other brain regions [5].	False
However, other efferences from the SCN also exist, e.g., to the $STRUCTURE$, lateral septum, bed nucleus of stria terminalis, subventricular zone, arcuate nucleus, $STRUCTURE$ and, perhaps, the amygdala, habenula and intergeniculate leaflet [200].	False
The tissue types identified for modelling are: ileum, duodenum, $STRUCTURE$, caecum, colon, $STRUCTURE$, mesenteric nerves and the celiac and mesenteric ganglion complex (CMGC).	False
Based on the scope of ETE, PTC is considered stage II if only the strap muscles are grossly invaded (T3b) and stage III with gross invasion of the subcutaneous tissue, $STRUCTURE$, trachea, esophagus, or $STRUCTURE$ (T4a; Perrier et al., 2018).	False
The tissue types identified for modelling are: ileum, duodenum, jejunum, caecum, colon, $STRUCTURE$, $STRUCTURE$ and the celiac and mesenteric ganglion complex (CMGC).	False
The sensory fibers that innervate the lower urinary tract extend from the bladder wall, bladder neck, and $STRUCTURE$ to the spinal cord via lumbosacral dorsal root ganglia of the $STRUCTURE$, hypogastric, and pudendal nerves and convey sensory information regarding the degree of bladder distension.	AC
Injuries to the pleura, liver, or $STRUCTURE$, irritation to the diaphragm and $STRUCTURE$ resulting in bradycardia and shock, and higher procedure-related mortality have been reported with this approach than with others.	False
Important nerves to consider include the pudendal, thoracolumbar, $STRUCTURE$, $STRUCTURE$, genitofemoral, or obturator nerve [9].	False
Positive nerve fibers and terminals can be found in several areas of the central and $STRUCTURE$, including vagus nerve, spinal cord, brainstem, $STRUCTURE$, thalamus, limbic system, and some cortical regions (Peyron et al., 1998; Heinonen et al., 2008).	False
Intrinsic cardiac afferent neurons project to nodose and dorsal root ganglia, the spinal cord, brainstem, hypothalamus, thalamus, or amygdala and then to the $STRUCTURE$.4,46,91Figure 5Microscopic image of interconnected intrinsic $STRUCTURE$ in the human heart.	False
Sun et al[23] reported NCV results of $STRUCTURE$, ulnar nerve, $STRUCTURE$, and peroneal nerve among motor nerves and medial nerve, ulnar nerve, and sural cutaneous nerve among sensory nerves.	False
Non-hypophysiotropic neurons: Green, GnRH neurons in the $STRUCTURE$, Pink, GnRH neurons in the $STRUCTURE$, Blue, GnRH neurons in the trigeminal nerve.	False
Olfactory nerve, optic nerve, oculomotor nerve, compound nerve, trigeminal nerve, $STRUCTURE$, facial nerve, vestibulocochlear nerve, linguopharyngeal nerve, $STRUCTURE$, accessory nerve, and sublingual nerve were examined.	False
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, cranial nerves ($STRUCTURE$, IV, V1, V2, and VI), optic nerve and chiasm, internal carotid artery, $STRUCTURE$, pituitary gland, sphenopalatine ganglion, sphenopalatine artery, and pterygoid canal [1].	False
Thalamus projections to $STRUCTURE$ can modulate transmission from the sensory periphery and brainstem to the $STRUCTURE$ (Yu et al., 2009).	AC
We identified small white matter structures like cingulum bundle, medial lemniscus, $STRUCTURE$, and $STRUCTURE$ which is a better result compared to the MRI.	False
The topological similarities and phylogenetic congruence of several braincase bones and soft tissues in crocodyliform archosaurs suggests that these grooves represent the passage for the $STRUCTURE$ (CNV2) and mandibular (CNV3) branches of the $STRUCTURE$ (CNV) (Holliday & Witmer, 2009).	False
The giant fiber lobe (GFL), stellate ganglion (SG), $STRUCTURE$ (OL), giant axon (GA), small nerves, heart, gill and $STRUCTURE$ were manually dissected from adult males.	False
For example, the neurons of the inner ear arise from the otic placode, the nodose placode contributes to the $STRUCTURE$, the $STRUCTURE$, and the large trigeminal ganglion is derived from both ectodermal placodes and neural crest cells [56,57].	False
Positive nerve fibers and terminals can be found in several areas of the central and peripheral nervous system, including vagus nerve, spinal cord, $STRUCTURE$, hypothalamus, thalamus, $STRUCTURE$, and some cortical regions (Peyron et al., 1998; Heinonen et al., 2008).	False
Further samples of spinal nerve roots and DRG as well as the $STRUCTURE$ (CNIII), trigeminal nerve (CNVm/o), $STRUCTURE$, sciatic and vagus nerve were cut into 1- to 2-cm segments and immersed in 2.5% glutaraldehyde in 0.1 M Soerensen's phosphate buffer (ph 7.4) for 1 hour.	False
The $STRUCTURE$ project to the lateral reticular formation (couple ventilation and locomotion in animals) and locus ceruleus of brainstem to trigger yawning by exciting the cranial nerve (V, VII, IX, X, $STRUCTURE$, and XII) and phrenic nerve (Figure 2(a)) [10].	FC
The $STRUCTURE$ functions similarly to a $STRUCTURE$, secreting catecholamine hormones, primarily epinephrine, into the bloodstream under the control of the sympathetic nervous system (SNS).	False
Within the $STRUCTURE$, the striatum (anterior) is continuous with the central and $STRUCTURE$ (posterior), and is clearly separated from dorsal/ventral pallidum, and from the bed nucleus of the stria terminalis and septum (Moreno and González, 2006).	False
The regions associated with emotion, including, the $STRUCTURE$, the shell region of the $STRUCTURE$, and the bed nucleus of the stria terminalis (BST), were also found to innervate orexin neurons.	False
The $STRUCTURE$ is a parasympathetic ganglion in the PPF [15] that contains branches of the $STRUCTURE$ and sympathetic and parasympathetic fibers and regulates nasal function as the trigger point or sensitive area.	False
48] Inhalational agents influence rate, rhythm and intensity of discharge from the respiratory centres which receive inputs from the $STRUCTURE$, $STRUCTURE$, hypothalamus, pharyngeal mechanoreceptors, vagus nerve and other afferents.	False
It has been attributed to spread from the $STRUCTURE$ and $STRUCTURE$ to the ventral striatum and pallidum through the fornix and stria terminalis [61].	False
Other theories revolve around the possibility of α-synuclein aggregating in the $STRUCTURE$ or gut lumen due to inflammatory processes and being spread to the striatum via the olfactory tract, vagus nerve, or $STRUCTURE$ through a prion-like propagation (Hawkes et al., 2007; Greene, 2011).	False
The afferent innervation of the lower urinary tract is carried in three sets of nerves: the $STRUCTURE$ and hypogastric nerves, which innervate the $STRUCTURE$ and proximal urethra, and the pudendal nerves, which innervate the mid-distal urethra and the external urethral sphincter (EUS) (10).	AC
Of the 13 patients, 5 had very unusual location including the $STRUCTURE$, vallecula, superior laryngeal nerve, brachial plexus, and the $STRUCTURE$, affecting one case each.	False
If medical treatments fail, surgical operations such as transurethral resection of the prostate, transurethral resection of the $STRUCTURE$ and neurolysis of the $STRUCTURE$ may be necessary (64-66).	False
Olfactory nerve, optic nerve, oculomotor nerve, compound nerve, $STRUCTURE$, abducens nerve, facial nerve, vestibulocochlear nerve, linguopharyngeal nerve, vagus nerve, accessory nerve, and $STRUCTURE$ were examined.	False
TG is a sensory ganglion of the trigeminal nerve (the Vth cranial nerve), and that gives off the ophthalmic (V1), $STRUCTURE$ (V2), and part of the $STRUCTURE$ (V3) nerves.	False
The preganglionic parasympathetic fibers initiate their course in the $STRUCTURE$ in the midbrain and then run in the inferior division of the oculomotor nerve until they synapse in the posterior orbit at the $STRUCTURE$ [1, 6].	False
The Glu innervation to the VTA includes afferents from the prefrontal cortex, the lateral hypothalamus, $STRUCTURE$, bed nucleus of the stria terminalis, dorsal raphe, laterodorsal, and $STRUCTURE$ [21,22,23,24,25,26,27].	False
Enhancement of the choroid plexus (arrows), the subfornicular organ (square), the $STRUCTURE$ (ovoid), the $STRUCTURE$ (arrowhead) and the area postrema (circle) are clearly marked in the EAE mice (column 2).	False
It consists of paired rhinophoral, cerebral, pleural, pedal and buccal ganglia and three unpaired ganglia on the $STRUCTURE$ cord, tentatively identified as left parietal ganglion, median fused visceral and subintestinal ganglion and right fused parietal and $STRUCTURE$ (Figure 3A).	False
Positive nerve fibers and terminals can be found in several areas of the central and peripheral nervous system, including vagus nerve, spinal cord, brainstem, $STRUCTURE$, thalamus, limbic system, and some $STRUCTURE$ (Peyron et al., 1998; Heinonen et al., 2008).	False
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, cranial nerves (III, IV, $STRUCTURE$, V2, and VI), $STRUCTURE$ and chiasm, internal carotid artery, cavernous sinus, pituitary gland, sphenopalatine ganglion, sphenopalatine artery, and pterygoid canal [1].	False
Preganglionic fibers of $STRUCTURE$ originate in the lateral horn of the $STRUCTURE$ from T1 to T6 in the upper thoracic segment and are directly related to the ventrolateral medulla cephalic area (pressor area) of the autonomic nervous center in the brain stem through the spinal cord.[	False
If we failed to show evidence of bleeding on aortography and left gastric angiography, we performed a selective angiography of the intercostal artery, bronchial artery, $STRUCTURE$ and tried to search for the $STRUCTURE$ directly from the aorta.	False
Of the 13 patients, 5 had very unusual location including the spinal nerve, $STRUCTURE$, superior laryngeal nerve, brachial plexus, and the $STRUCTURE$, affecting one case each.	False
It has been frequently demonstrated that blockade of the greater occipital nerve, the $STRUCTURE$, the $STRUCTURE$, and other various blocking treatments are effective strategies for CeH.	False
It has been known for over a century that pacemaker cells are widely distributed throughout the entire region located between the superior and $STRUCTURE$ and between the $STRUCTURE$ and intra-atrial septum [33, 39].	False
33 Recent research suggests that the retroambiguus nucleus controls these medullary areas from the occipital area.33 Further, it is possible to influence the $STRUCTURE$ and cardiac frequency from the occipital bone.36,37 Once in the diaphragm, the $STRUCTURE$ splits into numerous branches.	False
In the absence of the fourth aortic arch, the $STRUCTURE$ goes directly into the $STRUCTURE$, forming a right NRLN.	False
The Imaris image shows the otocyst in white transparency; medulla oblongata in opaque blue; vestibular ganglion, $STRUCTURE$, and facial nerve in opaque red; and glossopharyngeal and $STRUCTURE$ in opaque pink.	False
We detected infectivity in the nerve tissue samples (including samples from the obex, sciatic nerve, $STRUCTURE$, $STRUCTURE$, and vagus nerve) obtained 10, 12, and 16 mpi.	False
ALMv anterior lateral marginal vein, bFFE balanced fast field echo, CPA cerebellopontine angle, SCA $STRUCTURE$, SPV superior petrosal vein, SPVC $STRUCTURE$, SPV1 first SPV, SPV2 second SPV, SPV3 third SPV, TG trigeminal nerve, TPv transverse pontine vein, v.	False
Differences in c-fos+ cell counts between the Vehicle-SPS and Vehicle-Sham groups in selected regions of the $STRUCTURE$, the bed nucleus of the stria terminalis, the amygdala, the thalamus, the hypothalamus, the $STRUCTURE$ and the midbrain are shown.	False
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, cranial nerves (III, IV, V1, V2, and VI), optic nerve and chiasm, internal carotid artery, $STRUCTURE$, pituitary gland, sphenopalatine ganglion, $STRUCTURE$, and pterygoid canal [1].	False
GLP-1 receptors are widely distributed in different tissues, such as the $STRUCTURE$, kidney, pancreatic β-cells, vagus nerve, and $STRUCTURE$.	False
The MCLP originates in the ventral tegmental area (VTA) and has projections to the $STRUCTURE$ (NAc), $STRUCTURE$ (BNST), and the frontal cortex.	False
Neurons within the $STRUCTURE$ directly project to various nuclei of the HYP (i.e., ARC, PVN, LH, supraoptic nucleus, lateral preoptic area) in addition to the infralimbic cortex, bed nucleus of the stria terminalis, $STRUCTURE$, and brain stem [191,192,193,194,195,196,197].	AC
The $STRUCTURE$ is a terminal branch of the mandibular nerve, which in turn is part of the fifth cranial, trigeminal nerve and innervates the ipsilateral side of the lower lip, $STRUCTURE$, and skin of the chin.	AC
Neurons within the SFO directly project to various nuclei of the HYP (i.e., $STRUCTURE$, PVN, $STRUCTURE$, supraoptic nucleus, lateral preoptic area) in addition to the infralimbic cortex, bed nucleus of the stria terminalis, zona inceta, and brain stem [191,192,193,194,195,196,197].	False
High levels of CRF immunoreactivity also are observed outside of the hypothalamus in other forebrain regions, such as the olfactory bulb, cerebral cortex, nucleus accumbens, $STRUCTURE$, bed nucleus of the stria terminalis (BNST), preoptic nuclei, $STRUCTURE$, and hippocampus [30-32].	False
They are distributed in the hepatic artery, vena portae hepatic, liver interior and extrahepatic bile duct; the sympathetic nerve originates from celiac ganglia, while the $STRUCTURE$ comes from the $STRUCTURE$ nerve[12].	False
