sentence	label
Many vulnerable structures surround this sinus, for example, Proetz mentioned the $STRUCTURE$, cranial nerves (III, IV, V1, V2, and VI), optic nerve and chiasm, internal carotid artery, cavernous sinus, pituitary gland, $STRUCTURE$, sphenopalatine artery, and pterygoid canal [1].	0
ESP block anesthetize not only the ventral and dorsal rami of $STRUCTURE$ roots but also the rami communicantes which contain fibers connecting $STRUCTURE$ with spinal nerve leading to somatic as well as visceral analgesia.	0
Figure 1Vasovagal model and the dual, excitatory and inhibitory, pathways from the dorsal motor nucleus of the vagus to the $STRUCTURE$ and $STRUCTURE$.	0
CC, crus cerebri; LF, longitudinal fibers; LL, lateral lemniscus; ML, medial lemniscus; RN, $STRUCTURE$; SCP, superior cerebellar peduncle; SCPD, superior cerebellar peduncle decussation; TN, $STRUCTURE$.	0
In fact, the SCN interacts directly with the subparaventricular zone (sPVZ) [46,47], the preoptic area (POA), the bed nucleus of the stria terminalis (BNST), the lateral septum (LS), the $STRUCTURE$ (DMH), the $STRUCTURE$ (ARC), and the paraventricular nucleus (PVN) [46,47].	0
GLP-1 receptors are widely expressed in the CNS with large numbers in the ARC, PVN, and SON, and fewer in the lateral preoptic area, PVN, $STRUCTURE$, bed nucleus of the stria terminalis and $STRUCTURE$ (Shughrue et al., 1996).	0
High levels of CRF immunoreactivity also are observed outside of the hypothalamus in other forebrain regions, such as the $STRUCTURE$, $STRUCTURE$, nucleus accumbens, septum, bed nucleus of the stria terminalis (BNST), preoptic nuclei, amygdala, and hippocampus [30-32].	0
Control samples run in parallel consisted of 15.5dpc intact LUT RNA that included $STRUCTURE$, $STRUCTURE$, pelvic ganglia, urethra, and genital tubercle as well as genomic DNA (Figure 9D).	0
Motor nerve amplitudes of the $STRUCTURE$, common peroneal nerve, and $STRUCTURE$ were significantly higher after 2 weeks of treatment than before treatment (P<0.05); however, no significant difference was observed for the ulnar nerve (P>0.05).	0
For subcortical nuclei, increased methylation of NR4A1 in TLE patients were linked with decreased GMV in thalamus and putamen, lower FA in $STRUCTURE$ (cres)/stria terminalis (FX/ST), internal capsule, and external capsule, together with reduced FC among thalamus, $STRUCTURE$, and globus pallidus.	0
The C5 root of the $STRUCTURE$ (C5 APR) gives off a branch- the dorsal scapular nerve to the rhomboid and levator scapulae muscles and sometimes a branch to the $STRUCTURE$.	0
Bony and membranous labyrinth (see Figure 1), the $STRUCTURE$ with its branches as well as the $STRUCTURE$ and the inner auditory canal (IAC) were segmented and differently labeled.	0
The central amygdaloid nucleus (CeA) and the bed nucleus of the stria terminalis (BNST), which is considered to be a component of the “$STRUCTURE$”, establish important connections with the $STRUCTURE$ and other brain areas controlling visceral and sensory information.	0
Subsequently, 2.0 cm of the $STRUCTURE$ (SN) of the ipsilateral lower limb was obtained as the transplanted nerve bridging the muscle cutaneous nerve and the $STRUCTURE$.	0
Other repairs included $STRUCTURE$ (n = 1), musculocutaneous nerve (n = 1), $STRUCTURE$ buccal branch (n = 1), marginal mandibular branch (n = 1), and zygomatic branch (n = 1).	0
Importantly, the distribution of PPARγ expression includes the hippocampus, corpus striatum, $STRUCTURE$, $STRUCTURE$, thalamus, and piriform cortex [12]; some of these brain regions are also innervated by afferent fibers of the vagus nerve.	0
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, cranial nerves (III, IV, V1, $STRUCTURE$, and VI), optic nerve and chiasm, internal carotid artery, cavernous sinus, pituitary gland, sphenopalatine ganglion, $STRUCTURE$, and pterygoid canal [1].	0
The tissue types identified for modelling are: ileum, $STRUCTURE$, jejunum, caecum, $STRUCTURE$, mesenteric lymph nodes, mesenteric nerves and the celiac and mesenteric ganglion complex (CMGC).	0
Aside from the SNc, PD-specific cell loss has also been reported in the $STRUCTURE$, amygdala, and $STRUCTURE$, hypothalamus, cortex, thalamus and many other brain regions [5].	0
However, other efferences from the SCN also exist, e.g., to the $STRUCTURE$, lateral septum, bed nucleus of stria terminalis, subventricular zone, arcuate nucleus, $STRUCTURE$ and, perhaps, the amygdala, habenula and intergeniculate leaflet [200].	0
The tissue types identified for modelling are: ileum, duodenum, $STRUCTURE$, caecum, colon, $STRUCTURE$, mesenteric nerves and the celiac and mesenteric ganglion complex (CMGC).	0
Based on the scope of ETE, PTC is considered stage II if only the strap muscles are grossly invaded (T3b) and stage III with gross invasion of the subcutaneous tissue, $STRUCTURE$, trachea, esophagus, or $STRUCTURE$ (T4a; Perrier et al., 2018).	0
The tissue types identified for modelling are: ileum, duodenum, jejunum, caecum, colon, $STRUCTURE$, $STRUCTURE$ and the celiac and mesenteric ganglion complex (CMGC).	0
The sensory fibers that innervate the lower urinary tract extend from the bladder wall, bladder neck, and $STRUCTURE$ to the spinal cord via lumbosacral dorsal root ganglia of the $STRUCTURE$, hypogastric, and pudendal nerves and convey sensory information regarding the degree of bladder distension.	1
Injuries to the pleura, liver, or $STRUCTURE$, irritation to the diaphragm and $STRUCTURE$ resulting in bradycardia and shock, and higher procedure-related mortality have been reported with this approach than with others.	0
Important nerves to consider include the pudendal, thoracolumbar, $STRUCTURE$, $STRUCTURE$, genitofemoral, or obturator nerve [9].	0
Positive nerve fibers and terminals can be found in several areas of the central and $STRUCTURE$, including vagus nerve, spinal cord, brainstem, $STRUCTURE$, thalamus, limbic system, and some cortical regions (Peyron et al., 1998; Heinonen et al., 2008).	0
Intrinsic cardiac afferent neurons project to nodose and dorsal root ganglia, the spinal cord, brainstem, hypothalamus, thalamus, or amygdala and then to the $STRUCTURE$.4,46,91Figure 5Microscopic image of interconnected intrinsic $STRUCTURE$ in the human heart.	0
Sun et al[23] reported NCV results of $STRUCTURE$, ulnar nerve, $STRUCTURE$, and peroneal nerve among motor nerves and medial nerve, ulnar nerve, and sural cutaneous nerve among sensory nerves.	0
Non-hypophysiotropic neurons: Green, GnRH neurons in the $STRUCTURE$, Pink, GnRH neurons in the $STRUCTURE$, Blue, GnRH neurons in the trigeminal nerve.	0
Olfactory nerve, optic nerve, oculomotor nerve, compound nerve, trigeminal nerve, $STRUCTURE$, facial nerve, vestibulocochlear nerve, linguopharyngeal nerve, $STRUCTURE$, accessory nerve, and sublingual nerve were examined.	0
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, cranial nerves ($STRUCTURE$, IV, V1, V2, and VI), optic nerve and chiasm, internal carotid artery, $STRUCTURE$, pituitary gland, sphenopalatine ganglion, sphenopalatine artery, and pterygoid canal [1].	0
Thalamus projections to $STRUCTURE$ can modulate transmission from the sensory periphery and brainstem to the $STRUCTURE$ (Yu et al., 2009).	1
We identified small white matter structures like cingulum bundle, medial lemniscus, $STRUCTURE$, and $STRUCTURE$ which is a better result compared to the MRI.	0
The topological similarities and phylogenetic congruence of several braincase bones and soft tissues in crocodyliform archosaurs suggests that these grooves represent the passage for the $STRUCTURE$ (CNV2) and mandibular (CNV3) branches of the $STRUCTURE$ (CNV) (Holliday & Witmer, 2009).	0
The giant fiber lobe (GFL), stellate ganglion (SG), $STRUCTURE$ (OL), giant axon (GA), small nerves, heart, gill and $STRUCTURE$ were manually dissected from adult males.	0
For example, the neurons of the inner ear arise from the otic placode, the nodose placode contributes to the $STRUCTURE$, the $STRUCTURE$, and the large trigeminal ganglion is derived from both ectodermal placodes and neural crest cells [56,57].	0
Positive nerve fibers and terminals can be found in several areas of the central and peripheral nervous system, including vagus nerve, spinal cord, $STRUCTURE$, hypothalamus, thalamus, $STRUCTURE$, and some cortical regions (Peyron et al., 1998; Heinonen et al., 2008).	0
Further samples of spinal nerve roots and DRG as well as the $STRUCTURE$ (CNIII), trigeminal nerve (CNVm/o), $STRUCTURE$, sciatic and vagus nerve were cut into 1- to 2-cm segments and immersed in 2.5% glutaraldehyde in 0.1 M Soerensen's phosphate buffer (ph 7.4) for 1 hour.	0
The $STRUCTURE$ project to the lateral reticular formation (couple ventilation and locomotion in animals) and locus ceruleus of brainstem to trigger yawning by exciting the cranial nerve (V, VII, IX, X, $STRUCTURE$, and XII) and phrenic nerve (Figure 2(a)) [10].	1
The $STRUCTURE$ functions similarly to a $STRUCTURE$, secreting catecholamine hormones, primarily epinephrine, into the bloodstream under the control of the sympathetic nervous system (SNS).	0
Within the $STRUCTURE$, the striatum (anterior) is continuous with the central and $STRUCTURE$ (posterior), and is clearly separated from dorsal/ventral pallidum, and from the bed nucleus of the stria terminalis and septum (Moreno and González, 2006).	0
The regions associated with emotion, including, the $STRUCTURE$, the shell region of the $STRUCTURE$, and the bed nucleus of the stria terminalis (BST), were also found to innervate orexin neurons.	0
The $STRUCTURE$ is a parasympathetic ganglion in the PPF [15] that contains branches of the $STRUCTURE$ and sympathetic and parasympathetic fibers and regulates nasal function as the trigger point or sensitive area.	0
48] Inhalational agents influence rate, rhythm and intensity of discharge from the respiratory centres which receive inputs from the $STRUCTURE$, $STRUCTURE$, hypothalamus, pharyngeal mechanoreceptors, vagus nerve and other afferents.	0
It has been attributed to spread from the $STRUCTURE$ and $STRUCTURE$ to the ventral striatum and pallidum through the fornix and stria terminalis [61].	0
Other theories revolve around the possibility of α-synuclein aggregating in the $STRUCTURE$ or gut lumen due to inflammatory processes and being spread to the striatum via the olfactory tract, vagus nerve, or $STRUCTURE$ through a prion-like propagation (Hawkes et al., 2007; Greene, 2011).	0
The afferent innervation of the lower urinary tract is carried in three sets of nerves: the $STRUCTURE$ and hypogastric nerves, which innervate the $STRUCTURE$ and proximal urethra, and the pudendal nerves, which innervate the mid-distal urethra and the external urethral sphincter (EUS) (10).	1
Of the 13 patients, 5 had very unusual location including the $STRUCTURE$, vallecula, superior laryngeal nerve, brachial plexus, and the $STRUCTURE$, affecting one case each.	0
If medical treatments fail, surgical operations such as transurethral resection of the prostate, transurethral resection of the $STRUCTURE$ and neurolysis of the $STRUCTURE$ may be necessary (64-66).	0
Olfactory nerve, optic nerve, oculomotor nerve, compound nerve, $STRUCTURE$, abducens nerve, facial nerve, vestibulocochlear nerve, linguopharyngeal nerve, vagus nerve, accessory nerve, and $STRUCTURE$ were examined.	0
TG is a sensory ganglion of the trigeminal nerve (the Vth cranial nerve), and that gives off the ophthalmic (V1), $STRUCTURE$ (V2), and part of the $STRUCTURE$ (V3) nerves.	0
The preganglionic parasympathetic fibers initiate their course in the $STRUCTURE$ in the midbrain and then run in the inferior division of the oculomotor nerve until they synapse in the posterior orbit at the $STRUCTURE$ [1, 6].	0
The Glu innervation to the VTA includes afferents from the prefrontal cortex, the lateral hypothalamus, $STRUCTURE$, bed nucleus of the stria terminalis, dorsal raphe, laterodorsal, and $STRUCTURE$ [21,22,23,24,25,26,27].	0
Enhancement of the choroid plexus (arrows), the subfornicular organ (square), the $STRUCTURE$ (ovoid), the $STRUCTURE$ (arrowhead) and the area postrema (circle) are clearly marked in the EAE mice (column 2).	0
It consists of paired rhinophoral, cerebral, pleural, pedal and buccal ganglia and three unpaired ganglia on the $STRUCTURE$ cord, tentatively identified as left parietal ganglion, median fused visceral and subintestinal ganglion and right fused parietal and $STRUCTURE$ (Figure 3A).	0
Positive nerve fibers and terminals can be found in several areas of the central and peripheral nervous system, including vagus nerve, spinal cord, brainstem, $STRUCTURE$, thalamus, limbic system, and some $STRUCTURE$ (Peyron et al., 1998; Heinonen et al., 2008).	0
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, cranial nerves (III, IV, $STRUCTURE$, V2, and VI), $STRUCTURE$ and chiasm, internal carotid artery, cavernous sinus, pituitary gland, sphenopalatine ganglion, sphenopalatine artery, and pterygoid canal [1].	0
Preganglionic fibers of $STRUCTURE$ originate in the lateral horn of the $STRUCTURE$ from T1 to T6 in the upper thoracic segment and are directly related to the ventrolateral medulla cephalic area (pressor area) of the autonomic nervous center in the brain stem through the spinal cord.[	0
If we failed to show evidence of bleeding on aortography and left gastric angiography, we performed a selective angiography of the intercostal artery, bronchial artery, $STRUCTURE$ and tried to search for the $STRUCTURE$ directly from the aorta.	0
Of the 13 patients, 5 had very unusual location including the spinal nerve, $STRUCTURE$, superior laryngeal nerve, brachial plexus, and the $STRUCTURE$, affecting one case each.	0
It has been frequently demonstrated that blockade of the greater occipital nerve, the $STRUCTURE$, the $STRUCTURE$, and other various blocking treatments are effective strategies for CeH.	0
It has been known for over a century that pacemaker cells are widely distributed throughout the entire region located between the superior and $STRUCTURE$ and between the $STRUCTURE$ and intra-atrial septum [33, 39].	0
33 Recent research suggests that the retroambiguus nucleus controls these medullary areas from the occipital area.33 Further, it is possible to influence the $STRUCTURE$ and cardiac frequency from the occipital bone.36,37 Once in the diaphragm, the $STRUCTURE$ splits into numerous branches.	0
In the absence of the fourth aortic arch, the $STRUCTURE$ goes directly into the $STRUCTURE$, forming a right NRLN.	0
The Imaris image shows the otocyst in white transparency; medulla oblongata in opaque blue; vestibular ganglion, $STRUCTURE$, and facial nerve in opaque red; and glossopharyngeal and $STRUCTURE$ in opaque pink.	0
We detected infectivity in the nerve tissue samples (including samples from the obex, sciatic nerve, $STRUCTURE$, $STRUCTURE$, and vagus nerve) obtained 10, 12, and 16 mpi.	0
ALMv anterior lateral marginal vein, bFFE balanced fast field echo, CPA cerebellopontine angle, SCA $STRUCTURE$, SPV superior petrosal vein, SPVC $STRUCTURE$, SPV1 first SPV, SPV2 second SPV, SPV3 third SPV, TG trigeminal nerve, TPv transverse pontine vein, v.	0
Differences in c-fos+ cell counts between the Vehicle-SPS and Vehicle-Sham groups in selected regions of the $STRUCTURE$, the bed nucleus of the stria terminalis, the amygdala, the thalamus, the hypothalamus, the $STRUCTURE$ and the midbrain are shown.	0
Many vulnerable structures surround this sinus, for example, Proetz mentioned the dura mater, cranial nerves (III, IV, V1, V2, and VI), optic nerve and chiasm, internal carotid artery, $STRUCTURE$, pituitary gland, sphenopalatine ganglion, $STRUCTURE$, and pterygoid canal [1].	0
GLP-1 receptors are widely distributed in different tissues, such as the $STRUCTURE$, kidney, pancreatic β-cells, vagus nerve, and $STRUCTURE$.	0
The MCLP originates in the ventral tegmental area (VTA) and has projections to the $STRUCTURE$ (NAc), $STRUCTURE$ (BNST), and the frontal cortex.	0
Neurons within the $STRUCTURE$ directly project to various nuclei of the HYP (i.e., ARC, PVN, LH, supraoptic nucleus, lateral preoptic area) in addition to the infralimbic cortex, bed nucleus of the stria terminalis, $STRUCTURE$, and brain stem [191,192,193,194,195,196,197].	1
The $STRUCTURE$ is a terminal branch of the mandibular nerve, which in turn is part of the fifth cranial, trigeminal nerve and innervates the ipsilateral side of the lower lip, $STRUCTURE$, and skin of the chin.	1
Neurons within the SFO directly project to various nuclei of the HYP (i.e., $STRUCTURE$, PVN, $STRUCTURE$, supraoptic nucleus, lateral preoptic area) in addition to the infralimbic cortex, bed nucleus of the stria terminalis, zona inceta, and brain stem [191,192,193,194,195,196,197].	0
High levels of CRF immunoreactivity also are observed outside of the hypothalamus in other forebrain regions, such as the olfactory bulb, cerebral cortex, nucleus accumbens, $STRUCTURE$, bed nucleus of the stria terminalis (BNST), preoptic nuclei, $STRUCTURE$, and hippocampus [30-32].	0
They are distributed in the hepatic artery, vena portae hepatic, liver interior and extrahepatic bile duct; the sympathetic nerve originates from celiac ganglia, while the $STRUCTURE$ comes from the $STRUCTURE$ nerve[12].	0
